Reaction #,Plate,Rxn_Plate_Col,Rxn_Plate_Row,Prod_Smiles,Rxn_Plate,Product_theoretical_umol,Target Mass,ArX_ID,ArX_Smiles,ArX_umol,ArX_equiv,ArX_conc_M,ArX_nL,Acid_ID,Acid_Smiles,Acid_umol,Acid_equiv,Acid_conc_M,Acid_nL,Additive_ID,Additive_Smiles,Additive_umol,Additive_equiv,Additive_conc_M,Additive_nL,Solvent_ID,Solvent_nL,Solvent_Smiles,Quench_Solvent1_ID,Quench_Solvent1_Smiles,Quench_Solvent1_uL,Quench_Additive1_ID,Quench_Additive1_Smiles,Quench_Additive1_conc_M,Solution_Photocatalyst_ID,Solution_Photocatalyst_Smiles,Solution_Photocatalyst_umol,Solution_Photocatalyst_equiv_rel_to_solute,Solution_Photocatalyst_conc,Solution_Photocatalyst_solute,Solution_Ligand_ID,Solution_Ligand_Smiles,Solution_Ligand_umol,Solution_Ligand_equiv_rel_to_solute,Solution_Ligand_conc,Solution_Ligand_solute,Solution_Catalyst_ID,Solution_Catalyst_Smiles,Solution_Catalyst_umol,Solution_Catalyst_equiv_rel_to_solute,Solution_Catalyst_conc,Solution_Catalyst_solute,Solution_Base_ID,Solution_Base_Smiles,Solution_Base_umol,Solution_Base_equiv_rel_to_solute,Solution_Base_conc,Solution_Base_solute,UV210_Prod AreaAbs,reaction_smiles
3599,5,46,11,CN1CCC(CC1)c2ccc(cc2)C3CCCCC3,20hr_25C,0.1,257.21434986900005,MFCD12913776,CN1CCC(CC1)c2ccc(cc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00848360,CCOC(=O)c1nc2ccccc2s1,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,0.0,CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CCOC(=O)c1nc2ccccc2s1.CN(C)C(=NC(C)(C)C)N(C)C.CN1CCC(c2ccc(Br)cc2)CC1.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1>>CN1CCC(c2ccc(C3CCCCC3)cc2)CC1
3600,5,48,11,CN1CCC(CC1)c2ccc(cc2)C3CCCCC3,20hr_25C,0.1,257.21434986900005,MFCD12913776,CN1CCC(CC1)c2ccc(cc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00002363,c1cc(ccc1C(F)(F)F)O,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,0.0,CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.CN1CCC(c2ccc(Br)cc2)CC1.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1.Oc1ccc(C(F)(F)F)cc1>>CN1CCC(c2ccc(C3CCCCC3)cc2)CC1
3601,5,2,13,CN1CCC(CC1)c2ccc(cc2)C3CCCCC3,20hr_25C,0.1,257.21434986900005,MFCD12913776,CN1CCC(CC1)c2ccc(cc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00004560,CC(CCCO)O,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,0.0,CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(O)CCCO.CN(C)C(=NC(C)(C)C)N(C)C.CN1CCC(c2ccc(Br)cc2)CC1.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1>>CN1CCC(c2ccc(C3CCCCC3)cc2)CC1
3602,5,4,13,CN1CCC(CC1)c2ccc(cc2)C3CCCCC3,20hr_25C,0.1,257.21434986900005,MFCD12913776,CN1CCC(CC1)c2ccc(cc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00005104,C1CCCCCC(=O)NCCCCC1,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,0.0,CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.CN1CCC(c2ccc(Br)cc2)CC1.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1.O=C1CCCCCCCCCCCN1>>CN1CCC(c2ccc(C3CCCCC3)cc2)CC1
3603,5,6,13,CN1CCC(CC1)c2ccc(cc2)C3CCCCC3,20hr_25C,0.1,257.21434986900005,MFCD12913776,CN1CCC(CC1)c2ccc(cc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00019840,c1ccc(cc1)NC(=O)CC#N,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,0.0,CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.CN1CCC(c2ccc(Br)cc2)CC1.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.N#CCC(=O)Nc1ccccc1.O=C(O)C1CCCCC1>>CN1CCC(c2ccc(C3CCCCC3)cc2)CC1
3604,5,8,13,CN1CCC(CC1)c2ccc(cc2)C3CCCCC3,20hr_25C,0.1,257.21434986900005,MFCD12913776,CN1CCC(CC1)c2ccc(cc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00006550,CN1CCCN(C1=O)C,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,0.0,CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.CN1CCC(c2ccc(Br)cc2)CC1.CN1CCCN(C)C1=O.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1>>CN1CCC(c2ccc(C3CCCCC3)cc2)CC1
3605,5,10,13,CN1CCC(CC1)c2ccc(cc2)C3CCCCC3,20hr_25C,0.1,257.21434986900005,MFCD12913776,CN1CCC(CC1)c2ccc(cc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00023518,CC(=O)OCc1ccccn1,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,0.0,CC(=O)O.CC(=O)OCc1ccccn1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.CN1CCC(c2ccc(Br)cc2)CC1.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1>>CN1CCC(c2ccc(C3CCCCC3)cc2)CC1
3606,5,12,13,CN1CCC(CC1)c2ccc(cc2)C3CCCCC3,20hr_25C,0.1,257.21434986900005,MFCD12913776,CN1CCC(CC1)c2ccc(cc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00003156,Cc1cc(on1)C,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,0.0,CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.CN1CCC(c2ccc(Br)cc2)CC1.COCCOC.CS(C)=O.CS(C)=O.Cc1cc(C)on1.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1>>CN1CCC(c2ccc(C3CCCCC3)cc2)CC1
3607,5,14,13,CN1CCC(CC1)c2ccc(cc2)C3CCCCC3,20hr_25C,0.1,257.21434986900005,MFCD12913776,CN1CCC(CC1)c2ccc(cc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD09865001,COC(=O)[C@H]([C@@H](c1ccccc1)O)O,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,0.0,CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.CN1CCC(c2ccc(Br)cc2)CC1.COC(=O)[C@@H](O)[C@H](O)c1ccccc1.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1>>CN1CCC(c2ccc(C3CCCCC3)cc2)CC1
3608,5,16,13,CN1CCC(CC1)c2ccc(cc2)C3CCCCC3,20hr_25C,0.1,257.21434986900005,MFCD12913776,CN1CCC(CC1)c2ccc(cc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD03085939,c1ccc2c(c1)CNC2=O,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,0.0,CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.CN1CCC(c2ccc(Br)cc2)CC1.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1.O=C1NCc2ccccc21>>CN1CCC(c2ccc(C3CCCCC3)cc2)CC1
3609,5,18,13,CN1CCC(CC1)c2ccc(cc2)C3CCCCC3,20hr_25C,0.1,257.21434986900005,MFCD12913776,CN1CCC(CC1)c2ccc(cc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD01631168,c1ccc(c(c1)C(=S)S)O,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,0.0,CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.CN1CCC(c2ccc(Br)cc2)CC1.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1.Oc1ccccc1C(=S)S>>CN1CCC(c2ccc(C3CCCCC3)cc2)CC1
3610,5,20,13,CN1CCC(CC1)c2ccc(cc2)C3CCCCC3,20hr_25C,0.1,257.21434986900005,MFCD12913776,CN1CCC(CC1)c2ccc(cc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00005400,CC1CCC(=O)O1,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,0.0,CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC1CCC(=O)O1.CN(C)C(=NC(C)(C)C)N(C)C.CN1CCC(c2ccc(Br)cc2)CC1.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1>>CN1CCC(c2ccc(C3CCCCC3)cc2)CC1
3611,5,22,13,CN1CCC(CC1)c2ccc(cc2)C3CCCCC3,20hr_25C,0.1,257.21434986900005,MFCD12913776,CN1CCC(CC1)c2ccc(cc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00001464,C1CC[C@@H]([C@H](C1)C(=O)O)C(=O)O,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,0.0,CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.CN1CCC(c2ccc(Br)cc2)CC1.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1.O=C(O)[C@H]1CCCC[C@@H]1C(=O)O>>CN1CCC(c2ccc(C3CCCCC3)cc2)CC1
3612,5,24,13,CN1CCC(CC1)c2ccc(cc2)C3CCCCC3,20hr_25C,0.1,257.21434986900005,MFCD12913776,CN1CCC(CC1)c2ccc(cc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00013931,C/C(=N\O)/c1ccccc1,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,0.0,C/C(=N\O)c1ccccc1.CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.CN1CCC(c2ccc(Br)cc2)CC1.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1>>CN1CCC(c2ccc(C3CCCCC3)cc2)CC1
3613,5,26,13,CN1CCC(CC1)c2ccc(cc2)C3CCCCC3,20hr_25C,0.1,257.21434986900005,MFCD12913776,CN1CCC(CC1)c2ccc(cc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00067848,c1ccnc(c1)SCCO,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,0.0,CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.CN1CCC(c2ccc(Br)cc2)CC1.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1.OCCSc1ccccn1>>CN1CCC(c2ccc(C3CCCCC3)cc2)CC1
